Time(s)	CPU(%) GPU(%) LGPU(%)
0	0.1	0	0
2	0.0	0	0
3	0.0	0	0
5	0.1	0	0
6	0.0	0	0
8	0.0	0	0
9	0.0	0	0
10	0.0	0	0
12	0.0	0	0
13	0.0	0	0
15	0.0	0	0
16	0.1	0	0
18	0.0	0	0
19	0.1	0	0
20	3.2	0	0
22	2.8	0	0
23	5.4	0	0
25	4.8	0	0
26	9.0	0	0
28	7.7	0	0
30	1.4	0	0
32	0.0	0	0
33	0.0	0	0
35	0.0	0	0
36	0.0	0	0
38	0.0	0	0
39	0.1	0	0
41	0.0	0	0
42	0.0	0	0
44	0.0	0	0
45	0.0	0	0
47	0.0	0	0
48	0.0	0	0
50	0.0	0	0
51	0.1	0	0
53	0.2	0	0
54	0.3	0	0
56	0.0	0	0
57	0.0	0	0
58	0.0	0	0
60	0.0	0	0
61	0.0	0	0
63	0.0	0	0
64	0.0	0	0
66	0.0	0	0
67	0.6	0	0
68	1.8	0	0
70	0.0	0	0
72	0.8	11	0
73	1.3	17	9
74	2.8	1	0
76	3.1	0	0
77	3.1	0	0
79	3.2	0	0
80	3.2	0	0
82	3.1	0	0
83	3.2	0	0
84	3.2	0	0
86	3.1	0	0
87	3.0	0	0
89	3.2	0	0
90	3.2	0	0
91	3.1	0	0
93	3.2	0	0
94	3.1	0	0
96	3.2	0	0
97	3.2	0	0
98	3.2	0	0
100	3.1	0	0
101	3.1	0	0
103	3.1	0	0
104	3.1	0	0
105	3.1	0	0
107	3.1	0	0
108	2.8	0	0
110	3.1	0	0
111	3.2	0	0
112	3.2	0	0
114	3.2	0	0
115	3.4	0	0
117	3.1	0	0
118	3.2	0	0
119	3.2	0	0
121	3.1	0	0
122	3.2	0	0
124	3.2	0	0
125	3.2	0	0
127	3.1	0	0
128	3.1	0	0
129	3.1	0	0
131	3.1	0	0
132	3.1	0	0
134	3.2	0	0
135	3.1	0	0
136	3.2	0	0
138	3.1	0	0
139	3.1	0	0
141	3.2	0	0
142	3.1	0	0
143	3.1	0	0
145	5.0	10	0
146	12.1	43	8
148	12.4	0	0
149	12.5	0	0
151	12.4	0	0
152	12.4	0	0
153	12.5	0	0
155	12.4	0	0
156	12.5	0	0
158	12.3	0	0
159	12.3	0	0
160	12.4	0	0
162	12.4	0	0
163	12.5	0	0
165	12.4	0	0
166	12.4	0	0
167	12.4	0	0
169	12.4	0	0
170	12.4	0	0
172	13.1	5	0
173	15.3	61	19
174	12.5	0	0
176	12.8	0	0
177	12.4	0	0
179	12.5	0	0
180	12.5	0	0
181	12.7	0	0
183	12.5	0	0
184	12.3	0	0
186	14.4	0	0
187	12.5	0	0
189	12.5	0	0
190	12.5	0	0
191	12.4	0	0
193	12.5	0	0
194	12.5	0	0
196	12.4	0	0
197	12.4	0	0
198	13.8	20	0
200	12.5	74	29
201	12.5	0	0
203	12.5	0	0
204	12.5	0	0
205	12.5	0	0
207	12.5	0	0
208	12.4	0	0
210	12.4	0	0
211	12.4	0	0
213	12.5	0	0
214	12.5	0	0
215	12.5	0	0
217	12.5	0	0
218	12.4	0	0
220	12.5	0	0
221	12.5	0	0
222	12.4	0	0
224	12.4	0	0
225	12.5	0	0
227	12.5	0	0
228	12.5	0	0
230	12.5	0	0
231	12.5	0	0
232	12.5	0	0
234	12.4	0	0
235	14.9	81	3
237	12.4	79	34
238	12.4	7	4
239	12.5	0	0
241	12.5	0	0
242	12.5	0	0
244	12.5	0	0
245	12.5	0	0
246	12.4	0	0
248	12.4	0	0
249	12.5	0	0
251	12.4	0	0
252	12.5	0	0
254	12.5	0	0
255	12.5	0	0
256	12.5	0	0
258	12.5	0	0
259	12.4	0	0
261	13.8	15	0
262	15.1	86	6
263	12.5	69	45
265	12.5	0	0
266	12.5	0	0
268	12.5	0	0
269	12.5	0	0
270	12.5	0	0
272	12.4	0	0
273	12.3	0	0
275	12.5	0	0
276	12.5	0	0
278	12.5	0	0
279	12.5	0	0
280	12.5	0	0
282	12.6	0	0
283	12.4	0	0
285	12.3	0	0
286	12.4	0	0
287	12.4	0	0
289	12.5	0	0
290	12.5	0	0
292	12.5	0	0
293	12.5	0	0
294	12.5	0	0
296	12.7	4	0
297	14.7	76	0
299	15.0	98	11
300	12.5	5	0
302	12.6	0	0
303	12.5	0	0
304	12.5	0	0
306	18.4	0	0
307	12.5	0	0
309	12.4	0	0
310	12.3	0	0
311	12.5	0	0
313	12.5	0	0
314	12.5	0	0
316	12.5	0	0
317	12.5	0	0
319	12.5	0	0
320	12.5	0	0
321	12.4	0	0
323	13.8	30	0
324	14.8	93	0
326	14.6	75	45
327	12.5	6	0
329	12.5	0	0
330	12.6	0	0
332	12.4	0	0
333	12.4	0	0
334	12.4	0	0
336	15.9	0	0
337	12.4	0	0
339	12.5	0	0
340	12.5	0	0
341	12.5	0	0
343	12.4	0	0
344	12.4	0	0
346	12.5	0	0
347	12.4	0	0
348	13.3	23	0
350	14.5	63	0
351	15.0	99	10
353	14.9	95	16
354	12.5	2	0
356	12.5	0	0
357	12.5	0	0
358	12.4	0	0
360	12.4	0	0
361	12.5	0	0
363	12.4	0	0
364	12.4	0	0
366	12.5	0	0
367	12.5	0	0
368	12.6	0	0
370	12.5	0	0
371	12.5	0	0
373	12.4	0	0
374	12.5	0	0
375	12.4	0	0
377	12.5	0	0
378	12.5	0	0
380	12.5	0	0
381	12.5	0	0
382	12.5	0	0
384	13.2	10	0
385	14.0	61	0
387	14.8	91	0
388	14.7	93	23
389	14.8	99	0
391	12.4	48	19
392	12.5	0	0
394	12.5	0	0
395	12.5	0	0
397	12.5	0	0
398	12.4	0	0
399	12.5	0	0
401	12.4	0	0
402	12.5	0	0
404	12.5	0	0
405	12.4	0	0
406	12.5	0	0
408	12.5	0	0
409	12.4	0	0
411	13.7	27	0
412	14.1	59	0
413	15.0	96	0
415	14.8	87	47
416	15.2	97	3
418	12.5	66	23
419	12.5	2	0
421	12.4	0	0
422	12.5	0	0
423	12.4	0	0
425	12.4	0	0
426	12.5	0	0
428	12.4	0	0
429	12.4	0	0
430	12.5	0	0
432	12.5	0	0
433	12.5	0	0
435	12.4	0	0
436	12.5	0	0
437	12.5	0	0
439	12.4	0	0
440	12.4	0	0
442	12.5	0	0
443	12.5	0	0
445	12.5	0	0
446	13.2	17	0
447	14.0	59	0
449	14.6	68	0
450	14.7	87	46
452	14.8	99	0
453	14.8	85	43
454	12.5	38	17
456	15.6	0	0
457	12.5	0	0
459	12.5	0	0
460	12.5	0	0
461	12.4	0	0
463	12.4	0	0
464	12.4	0	0
466	12.5	0	0
467	12.5	0	0
469	12.5	0	0
470	12.5	0	0
471	13.1	2	0
473	13.2	33	0
474	14.1	55	0
476	14.8	75	3
477	14.7	82	35
478	14.8	99	0
480	14.9	94	12
481	12.5	44	19
483	12.5	0	0
484	12.4	0	0
485	12.5	0	0
487	12.5	0	0
488	12.5	0	0
490	12.4	0	0
491	12.5	0	0
493	12.5	0	0
494	12.5	0	0
495	12.4	0	0
497	12.5	0	0
498	13.2	30	0
500	14.0	52	0
501	13.9	66	0
502	14.0	75	8
504	14.8	85	0
505	14.8	99	0
507	14.8	85	50
508	12.5	66	10
509	12.4	0	0
511	12.5	0	0
512	12.5	0	0
514	12.5	0	0
515	12.4	0	0
517	12.5	0	0
518	12.4	0	0
519	12.5	0	0
521	12.4	0	0
522	12.5	0	0
524	12.5	0	0
525	12.5	0	0
527	12.4	0	0
528	12.5	0	0
529	12.5	0	0
531	15.1	0	0
532	12.5	0	0
534	13.2	15	0
535	13.3	33	0
536	14.0	66	0
538	14.0	66	0
539	14.7	76	0
541	14.7	99	0
542	14.8	99	0
543	14.8	85	51
545	12.5	45	13
546	12.5	0	0
548	12.4	0	0
549	12.5	0	0
551	12.5	0	0
552	12.5	0	0
553	12.5	0	0
555	12.4	0	0
556	12.5	0	0
558	12.4	0	0
559	12.6	3	0
561	13.2	33	0
562	14.1	43	0
563	14.0	66	0
565	14.7	74	0
566	14.7	85	0
568	14.8	99	0
569	14.8	99	0
570	14.9	94	27
572	12.4	28	11
573	12.4	0	0
575	12.5	0	0
576	12.4	0	0
578	12.4	0	0
579	12.5	0	0
580	12.4	0	0
582	12.5	0	0
583	12.4	0	0
585	12.4	0	0
586	12.5	0	0
588	12.5	0	0
589	12.5	0	0
590	12.4	0	0
592	12.5	0	0
593	12.4	0	0
595	13.0	3	0
596	13.2	25	0
598	13.2	33	0
599	14.1	59	0
600	14.0	66	0
602	14.8	68	30
603	14.8	99	0
605	14.8	99	0
606	15.2	96	4
607	12.5	73	17
609	12.5	0	0
610	12.5	0	0
612	12.5	0	0
613	12.5	0	0
615	12.4	0	0
616	12.5	0	0
617	12.5	0	0
619	12.5	0	0
620	12.4	0	0
622	13.2	20	0
623	13.3	33	0
625	14.1	45	0
626	14.0	66	0
628	14.0	70	22
629	14.9	84	10
630	14.8	99	0
632	14.8	99	0
633	14.8	92	28
635	12.5	60	14
636	12.5	0	0
638	12.5	0	0
639	12.3	0	0
641	12.4	0	0
643	12.5	0	0
645	12.4	0	0
646	12.4	0	0
647	13.3	18	0
649	13.2	33	0
650	13.2	33	0
652	14.0	63	0
653	14.2	66	0
655	14.0	71	38
656	14.7	88	0
657	14.8	99	0
659	14.6	99	0
660	14.7	80	30
662	12.7	89	16
663	12.4	14	12
664	12.5	0	0
666	15.1	0	0
667	12.5	0	0
669	12.5	0	0
670	12.4	0	0
671	12.4	0	0
673	12.5	0	0
674	12.5	0	0
676	12.4	0	0
677	12.4	0	0
679	12.4	0	0
680	12.4	0	0
681	12.5	0	0
683	13.2	7	0
684	13.2	28	0
686	13.3	33	0
687	14.1	44	0
688	14.0	66	0
690	14.8	73	0
691	14.3	68	2
693	14.9	99	0
694	14.8	99	0
695	14.8	99	0
697	14.8	87	40
698	13.2	80	24
700	12.5	0	0
701	12.5	0	0
702	12.4	0	0
704	12.4	0	0
705	12.5	0	0
707	12.5	0	0
708	12.5	0	0
710	13.2	24	0
711	13.2	33	0
712	13.3	33	0
714	14.0	56	0
715	14.0	66	0
717	14.8	80	0
718	14.8	74	38
719	14.7	99	0
721	14.8	99	0
722	14.7	99	0
724	14.8	78	34
725	15.0	98	6
726	12.5	0	0
728	12.5	0	0
729	12.5	0	0
731	12.5	0	0
732	12.5	0	0
733	12.4	0	0
735	12.5	0	0
736	12.4	0	0
738	12.5	0	0
739	12.5	0	0
741	12.4	0	0
742	12.4	0	0
743	12.5	0	0
745	13.2	13	0
746	13.2	33	0
748	13.2	33	0
749	14.0	51	0
750	14.1	66	0
752	14.0	66	0
753	14.0	83	37
755	14.8	84	0
756	14.8	99	0
758	14.8	99	0
759	14.8	99	0
760	14.8	74	4
762	15.4	99	22
763	12.4	1	0
765	12.4	0	0
766	12.5	0	0
768	12.5	0	0
769	12.4	0	0
770	13.2	4	0
772	13.3	32	0
773	13.2	33	0
775	14.0	45	0
776	14.0	66	0
778	14.1	66	0
779	14.0	66	0
780	14.1	69	24
782	14.8	90	0
783	14.7	99	0
785	14.9	99	0
786	14.8	99	0
787	14.0	71	10
789	15.3	82	11
790	12.4	0	0
792	12.5	0	0
793	12.5	0	0
794	12.4	0	0
796	12.5	0	0
797	13.2	33	0
799	13.2	33	0
800	13.2	33	0
801	14.0	51	0
803	14.0	66	0
804	13.9	66	0
806	15.0	73	12
807	14.5	69	27
808	14.8	99	0
810	14.7	99	0
811	14.8	99	0
813	14.8	99	0
814	14.0	79	7
815	14.1	66	0
817	12.5	32	15
818	12.5	0	0
820	12.5	0	0
821	12.5	0	0
823	12.5	0	0
824	12.5	0	0
825	12.5	0	0
827	12.5	0	0
828	12.5	0	0
830	12.5	0	0
831	12.5	0	0
832	13.2	10	0
834	13.1	33	0
835	13.2	33	0
837	13.2	33	0
838	14.0	44	0
839	14.0	66	0
841	14.0	66	0
842	14.0	84	32
844	14.8	75	0
845	14.9	99	0
846	14.8	99	0
848	14.7	99	0
849	14.0	80	10
851	14.1	66	0
852	14.1	77	0
854	12.5	50	13
855	12.5	0	0
857	12.5	0	0
858	12.4	0	0
859	13.2	31	0
861	13.9	33	0
862	13.2	33	0
864	14.0	42	0
865	14.1	66	0
867	14.0	66	0
868	14.8	72	0
869	14.1	71	32
871	14.8	90	0
872	14.8	99	0
874	14.8	99	0
875	15.1	99	6
876	14.0	66	0
878	14.1	66	0
879	14.1	66	0
881	12.9	84	19
882	12.4	11	8
883	12.5	0	0
885	12.5	0	0
886	12.5	0	0
888	12.4	0	0
889	12.5	0	0
890	12.5	0	0
892	12.5	0	0
893	12.4	0	0
895	13.2	16	0
896	13.2	33	0
897	13.4	33	0
899	13.3	33	0
900	14.0	65	0
902	14.0	66	0
903	14.0	66	0
904	14.8	94	0
906	18.0	80	39
907	14.8	99	0
909	14.8	99	0
910	14.8	99	0
912	14.0	88	10
913	14.0	66	0
914	14.0	66	0
916	14.0	66	0
917	14.5	84	12
919	12.5	0	0
920	12.4	0	0
921	13.3	33	0
923	13.2	33	0
924	13.2	33	0
926	13.7	35	0
927	14.0	60	0
928	14.0	66	0
930	14.2	67	0
931	14.8	99	0
933	14.8	76	20
934	14.8	99	0
935	14.8	99	0
937	14.8	99	0
938	14.1	71	0
940	14.0	66	0
941	14.0	66	0
942	14.0	66	0
944	14.7	89	0
945	12.3	36	27
947	13.3	9	0
948	13.3	33	0
949	13.2	33	0
951	16.1	33	0
952	14.0	43	0
954	14.0	66	0
955	14.1	66	0
956	13.9	66	0
958	14.8	95	0
959	14.8	75	0
961	14.8	99	0
962	14.8	99	0
963	14.8	99	0
965	14.1	94	6
966	14.0	66	0
968	14.1	66	0
969	13.9	66	0
970	14.7	78	0
972	14.8	99	5
973	12.5	0	0
975	12.5	0	0
976	12.5	0	0
978	12.5	0	0
979	12.5	0	0
980	12.5	0	0
982	12.6	1	0
983	13.2	33	0
985	13.3	33	0
986	13.2	33	0
987	13.2	33	0
989	14.0	49	0
990	14.1	66	0
992	14.0	66	0
993	14.8	71	0
995	15.1	94	11
996	14.8	90	17
997	14.8	99	0
999	14.8	99	0
1000	14.8	99	0
1002	14.0	76	8
1003	14.0	66	0
1004	14.0	66	0
1006	14.1	66	0
1007	14.8	81	0
1009	14.0	99	0
1010	13.3	66	14
1011	13.2	33	0
1013	13.3	33	0
1014	13.2	33	0
1016	14.0	54	0
1017	14.0	66	0
1018	14.0	66	0
