epoch,iteration,throughput(MBs),iteration_time,time_diff,iter_persec
1,5,19.430380799690848,6.0734546184539795,5.662031888961792, 0.8831999083593846,110.0
1,5,21.189120793104756,5.931916236877441,5.663698673248291, 0.8828806277403047,120.0
1,5,19.3835613819754,5.931352853775024,5.675657272338867, 0.8810717492489376,110.0
1,5,19.296170355427982,5.97375750541687,5.701406955718994, 0.8770997163329685,110.0
1,12,16.44322988431245,11.405720472335815,5.473729372024536, 1.2789186041117315,90.0
1,12,18.214631672905256,11.56447982788086,5.490877866744995, 1.2750255459982134,100.0
1,12,21.526473380690593,11.506781339645386,5.5752785205841064, 1.255712021324429,120.0
1,12,21.526794699783114,11.549246072769165,5.57538366317749, 1.25573124833812,120.0
1,19,17.586626820946538,16.624963521957397,5.118086338043213, 1.367849772360694,90.0
1,19,19.083383335999535,16.646459579467773,5.240672826766968, 1.3358380490880124,100.0
1,19,20.97974882966596,16.808343410491943,5.243749380111694, 1.335075957578601,110.0
1,19,19.105474023062015,16.784151554107666,5.234774351119995, 1.337384095402079,100.0
2,6,16.630728844619075,23.004310131072998,5.412272691726685, 1.108716184382474,90.0
2,6,18.428880857923936,23.163009643554688,5.426774740219116, 1.1057338231473457,100.0
2,6,21.73504965365622,23.116350173950195,5.521931171417236, 1.0867535151427763,120.0
2,6,19.884259534607413,23.116190671920776,5.532630681991577, 1.0845967692616074,110.0
2,13,19.468931248925433,28.253253698349,5.1369712352752686, 1.3628265791243173,100.0
2,13,17.1463915266827,28.412531852722168,5.249432563781738, 1.333609138489527,90.0
2,13,16.730015050869813,28.38471269607544,5.380277395248413, 1.3012255266184332,90.0
2,13,20.836616169964316,28.396382808685303,5.279921293258667, 1.3259674416798164,110.0
3,6,17.852991230506245,38.72455716133118,5.041823148727417, 1.19020042858109,90.0
3,6,25.726659639003586,38.73703074455261,5.054011583328247, 1.1873859717429793,130.0
3,6,23.633320171794008,38.90254807472229,5.0782740116119385, 1.1816668963559693,120.0
3,6,21.68170727850384,38.75086784362793,5.07415509223938, 1.1826398015166335,110.0
3,13,16.923884399587948,44.04369497299194,5.319050073623657, 1.3163046575641189,90.0
3,13,20.67297591670256,44.058931827545166,5.321766138076782, 1.3155543686542757,110.0
3,13,16.97699448024574,44.20453929901123,5.3018882274627686, 1.320433676020957,90.0
3,13,20.764669909154065,44.04944181442261,5.29831337928772, 1.3213890366593846,110.0
4,7,20.40547881937676,55.28959655761719,5.881720542907715, 1.1903205629575477,120.0
4,7,18.61692645580015,55.319523334503174,5.909186840057373, 1.1847144100188312,110.0
4,7,18.464106136543162,55.36291003227234,5.958178997039795, 1.1749891836233954,110.0
4,7,18.350528232504953,55.546653270721436,5.9950315952301025, 1.1677618164471772,110.0
4,14,18.724356600015795,60.63099455833435,5.341237306594849, 1.310705898208863,100.0
4,14,19.024192265217025,60.62074589729309,5.257730007171631, 1.3316952102225486,100.0
4,14,17.174164369308308,60.787715673446655,5.240973472595215, 1.335769312189629,90.0
4,14,20.624316199071064,60.653958797454834,5.3343505859375, 1.31245730676799,110.0
5,6,17.739241893870105,69.92006063461304,5.074275732040405, 1.1826172933260086,90.0
5,6,23.626220180618958,69.91754031181335,5.079976558685303, 1.1813118408117884,120.0
5,6,23.549823347016083,69.94423055648804,5.096259832382202, 1.17749254470196,120.0
5,7,15.572340419212365,70.77111744880676,5.780049800872803, 1.2111828320367353,90.0
5,13,16.331286943743688,75.45602583885193,5.5116660594940186, 1.270212690476994,90.0
5,13,21.687155466994312,75.451575756073,5.533914089202881, 1.2650854316740505,120.0
