iteration,throughput(MBs),iteration_time,time_diff,iter_persec
11,0.993536376953125,5.365329742431641,5.365147829055786, 2.0506153355744727
11,1.03267822265625,5.394256591796875,5.394070148468018, 2.0396929232197527
11,0.980230712890625,5.431883811950684,5.431702136993408, 2.0256698848748256
11,0.993841552734375,5.438683986663818,5.438187837600708, 2.02334035973677
22,1.0112030029296875,10.73111367225647,5.336608409881592, 2.0615005961001884
22,0.9839263916015625,10.702917337417603,5.337120294570923, 2.0615076887180113
22,1.0067901611328125,10.775534391403198,5.336660861968994, 2.061695062036508
22,1.0442108154296874,10.769090414047241,5.337136507034302, 2.06155881227716
33,0.9121795654296875,15.905558109283447,5.129948377609253, 2.144631908335368
33,0.9021270751953125,15.862030982971191,5.130350351333618, 2.1445918335805056
33,0.9288055419921875,15.899396657943726,5.130106210708618, 2.144717545729182
33,0.9121917724609375,15.83351755142212,5.130529403686523, 2.1446015032225723
44,0.9221954345703125,21.047921419143677,5.185770034790039, 2.121531580153332
44,0.9536956787109375,21.09227442741394,5.186266660690308, 2.1215466036217445
44,0.9107086181640625,21.019890546798706,5.186150789260864, 2.121655969177103
44,0.9590606689453125,21.086050033569336,5.186580419540405, 2.1215352872231668
55,1.0779327392578124,26.32833743095398,5.23583984375, 2.1012187178084347
55,1.0803802490234375,26.32209038734436,5.235841274261475, 2.1013333668545817
55,1.1019683837890626,26.285075426101685,5.2364349365234375, 2.101208191394561
55,1.0986541748046874,26.256521224975586,5.236552953720093, 2.1012225456214475
66,1.0857513427734375,31.548304796218872,5.263173818588257, 2.0903131604386864
66,1.0749481201171875,31.59251117706299,5.263505935668945, 2.0903349426758107
66,1.0940155029296874,31.52012324333191,5.263388156890869, 2.0904276643205164
66,1.0768890380859375,31.586337089538574,5.263864040374756, 2.0903265138432525
77,1.0019256591796875,36.74760031700134,5.154786109924316, 2.134284080405062
77,0.9943572998046875,36.675718545913696,5.15546989440918, 2.134277366744083
77,1.0219024658203124,36.74193620681763,5.155388116836548, 2.1343911097631487
77,1.0148223876953124,36.7048122882843,5.155869007110596, 2.1342682836229288
88,1.0475982666015624,41.79690718650818,5.120943784713745, 2.1483675192088336
88,1.0324737548828125,41.86354398727417,5.121541500091553, 2.148373921653503
88,1.0411651611328125,41.870274782180786,5.121747970581055, 2.148374822000345
88,1.0306976318359375,41.82659459114075,5.121579647064209, 2.148507981603168
99,1.0947601318359375,47.112438440322876,5.242106199264526, 2.0987094331911944
99,1.0913299560546874,47.04015755653381,5.242400884628296, 2.098693490368676
99,1.0991729736328124,47.06905126571655,5.242266893386841, 2.098818175428812
99,1.0951873779296875,47.106510400772095,5.242751359939575, 2.0986845166709234
110,1.0004241943359375,52.41083478927612,5.3041040897369385, 2.0744786088664653
110,1.0060028076171874,52.417439699172974,5.304455757141113, 2.074377223879282
110,1.0074615478515625,52.344948530197144,5.304551601409912, 2.0743625812364948
110,0.9860321044921875,52.3737678527832,5.304654359817505, 2.074366218561584
121,1.0623138427734375,57.64013671875,5.294322967529297, 2.077980083481598
121,1.0644561767578125,57.66948652267456,5.294775009155273, 2.078054958304314
121,1.0557464599609374,57.71350455284119,5.295145273208618, 2.0779827975996703
121,1.0627410888671875,57.70709681510925,5.295294284820557, 2.077961084853611
132,1.0096954345703124,63.01410508155823,5.300515651702881, 2.0755662991764106
132,0.9833465576171875,62.94199895858765,5.300985097885132, 2.0755426761133435
132,1.0245513916015625,62.97097563743591,5.30128026008606, 2.0755331523427816
132,0.9962554931640625,63.00843834877014,5.3011415004730225, 2.075651552093238
143,0.9502716064453125,68.13822793960571,5.123320579528809, 2.1473685053198834
143,0.9754547119140625,68.09461545944214,5.123579025268555, 2.1473571116635526
143,0.9231292724609375,68.13212060928345,5.123472452163696, 2.1474887457478298
143,0.9353668212890625,68.06631326675415,5.123949289321899, 2.147371703560937
154,1.1109283447265625,73.40503931045532,5.266286611557007, 2.0890814037461007
154,1.1406402587890625,73.3328173160553,5.266248464584351, 2.0892263299875258
154,1.1113006591796875,73.36177682876587,5.266882658004761, 2.0890749714546835
154,1.1121124267578124,73.39920020103455,5.26697039604187, 2.089090484695535
165,0.9418304443359375,78.62898206710815,5.223333358764648, 2.106280139424233
165,1.0076934814453125,78.55681276321411,5.223706245422363, 2.1062864857873858
165,1.0217010498046875,78.58577227592468,5.22393274307251, 2.1062968708277663
165,0.9960113525390625,78.62324833869934,5.223840951919556, 2.1063923603042256
176,1.0307403564453126,84.04465985298157,5.414958238601685, 2.0316863557978238
176,1.0206390380859376,84.00133085250854,5.415473222732544, 2.0316851927332116
176,1.0314727783203126,83.97280740737915,5.415648460388184, 2.0316884135307847
176,1.0536834716796875,84.03913855552673,5.415656566619873, 2.031795958245995
187,1.0008941650390626,89.34836483001709,5.302977800369263, 2.0745894255048447
187,0.9694366455078125,89.27603840827942,5.3031463623046875, 2.0746054706457677
187,0.9737823486328125,89.30498147010803,5.303457021713257, 2.0745717015097718
187,0.9962005615234375,89.34250545501709,5.303120136260986, 2.074768174929485
198,1.2023773193359375,94.4558756351471,5.106990098953247, 2.154223651356884
198,1.1940582275390625,94.44982552528381,5.107092618942261, 2.154373934366353
198,1.1620452880859375,94.41278958320618,5.1077423095703125, 2.1542235507728686
198,1.1300323486328125,94.38428235054016,5.1079394817352295, 2.1542250595340873
209,0.9238616943359375,99.60559797286987,5.221084117889404, 2.1071553368425078
209,0.9470733642578125,99.6782705783844,5.221517562866211, 2.107007046595211
209,0.9329376220703125,99.67202067375183,5.221805810928345, 2.1070058919185324
