epoch,iteration,throughput(MBs),iteration_time,time_diff,iter_persec
17,13,28.0,265.58731174468994,5.497035026550293, 1.2735016858208699
17,13,28.0,265.53288555145264,5.497056722640991, 1.2734975981922658
17,13,28.0,265.5881073474884,5.4968788623809814, 1.2735481982538064
17,13,28.0,265.53324913978577,5.497238636016846, 1.2734713054247124
18,6,28.0,276.09814071655273,5.8601014614105225, 1.040070433999556
18,6,28.0,276.1526267528534,5.858691692352295, 1.0403338252279037
18,6,28.0,276.15348291397095,5.860219955444336, 1.0400691014741923
18,6,28.0,276.09855127334595,5.860325813293457, 1.0400620520419843
18,13,28.0,281.57830476760864,5.480127334594727, 1.2774166640452764
18,13,28.0,281.5785028934479,5.479918718338013, 1.2774685765202733
18,13,28.0,281.6336622238159,5.480136156082153, 1.2774288914432521
18,13,28.0,281.6329514980316,5.4802961349487305, 1.2773994349272462
19,6,28.0,291.8650667667389,5.523087739944458, 1.086404092568009
19,6,28.0,291.8099539279938,5.523265838623047, 1.0863777823786098
19,6,28.0,291.8101394176483,5.523260831832886, 1.0863823314646213
19,6,28.0,291.8646047115326,5.521862983703613, 1.0866742560810745
19,13,28.0,297.33462047576904,5.52462100982666, 1.2671152822154672
19,13,28.0,297.3350033760071,5.524828672409058, 1.2670874477711722
19,13,28.0,297.3892767429352,5.524631977081299, 1.2671302662929973
19,13,28.0,297.3900980949402,5.524990558624268, 1.267060216040593
20,6,28.0,307.5735926628113,5.505963563919067, 1.0897748944784713
20,6,28.0,307.6280951499939,5.504399538040161, 1.090086399242626
20,6,28.0,307.62911558151245,5.506019353866577, 1.0897975467994585
20,6,28.0,307.57415676116943,5.506174325942993, 1.089778528224881
20,13,28.0,313.30780935287476,5.7341742515563965, 1.2208010282625847
20,13,28.0,313.36224341392517,5.73411226272583, 1.220812398875926
20,13,28.0,313.3630282878876,5.733862400054932, 1.2208636200236562
20,13,28.0,313.3081979751587,5.734006404876709, 1.220856411237535
21,6,28.0,323.5131516456604,5.499207496643066, 1.0911118592583327
21,6,28.0,323.51339316368103,5.4989013671875, 1.091178897703019
21,6,28.0,323.56853699684143,5.499006271362305, 1.0911708545471999
21,6,28.0,323.5678870677948,5.49777626991272, 1.0914286730370648
21,13,28.0,329.00373435020447,5.490533828735352, 1.274991161735528
21,13,28.0,329.003968000412,5.490545272827148, 1.2749903312207207
21,13,28.0,329.0582263469696,5.490282297134399, 1.2750517368660799
21,13,28.0,329.05897998809814,5.490400791168213, 1.275023774139035
22,6,28.0,339.2458131313324,5.5135533809661865, 1.0882741553275515
22,6,28.0,339.3003771305084,5.511623382568359, 1.0886718288166433
22,6,28.0,339.24613642692566,5.5134947299957275, 1.0883010280897019
22,6,28.0,339.3011384010315,5.513189792633057, 1.088365132751331
22,13,28.0,344.75476717948914,5.508910894393921, 1.270775113172505
22,13,28.0,344.80919337272644,5.508780241012573, 1.2708044849853546
22,13,28.0,344.80994153022766,5.508749008178711, 1.270813230787463
22,13,28.0,344.7549498081207,5.5087761878967285, 1.2708060801226755
22,19,24.0,349.9103214740753,5.155314922332764, 1.163907227722035
22,19,24.0,349.9645998477936,5.155346155166626, 1.163902329199168
22,19,24.0,349.96550941467285,5.155503034591675, 1.1638906482725704
22,19,24.0,349.9103887081146,5.155572175979614, 1.1638848886393107
23,6,28.0,355.4710342884064,5.505158185958862, 1.089960057617651
23,6,28.0,355.4702944755554,5.504066228866577, 1.0901740907481192
23,6,28.0,355.416063785553,5.5054004192352295, 1.0899111057503976
23,6,28.0,355.4159028530121,5.505179405212402, 1.0899610489737919
23,13,28.0,360.9799335002899,5.509581804275513, 1.270572682607351
23,13,28.0,360.9257547855377,5.5096518993377686, 1.2705628404399
23,13,28.0,360.92559361457825,5.509660005569458, 1.2705605311266066
23,13,28.0,360.9809341430664,5.509843826293945, 1.2705365587511546
24,6,28.0,371.15084767341614,5.513279914855957, 1.088335950544589
24,6,28.0,371.1506736278534,5.513348817825317, 1.0883220189461729
24,6,28.0,371.20510601997375,5.511993169784546, 1.0885901707051615
24,6,28.0,371.20604610443115,5.513518571853638, 1.088302204685795
24,13,28.0,376.69182324409485,5.486668586730957, 1.2758815973133597
24,13,28.0,376.6377696990967,5.486878871917725, 1.2758507151663963
24,13,28.0,376.63773941993713,5.487020015716553, 1.27584189989065
24,13,28.0,376.69295620918274,5.486855745315552, 1.2758879735263091
24,19,24.0,381.76202154159546,5.070155382156372, 1.1834450464488735
24,19,24.0,381.7078881263733,5.070075035095215, 1.183480164247466
24,19,24.0,381.7629189491272,5.069913387298584, 1.1835251915423304
24,19,24.0,381.7078478336334,5.070070028305054, 1.1834944123163287
25,5,24.0,386.850195646286,5.086543321609497, 0.983038771201536
25,5,24.0,386.7960686683655,5.087827920913696, 0.9827978324715926
25,5,24.0,386.7959043979645,5.087728261947632, 0.9828217828510264
25,5,24.0,386.8511538505554,5.08789324760437, 0.9827975561278727
25,12,28.0,392.34345293045044,5.493219375610352, 1.2743478371078056
25,12,28.0,392.2891459465027,5.493210792541504, 1.2743702387927633
25,12,28.0,392.3443458080292,5.493134021759033, 1.274389598908023
25,12,28.0,392.2894675731659,5.493370056152344, 1.2743408678553345
25,19,28.0,397.78056812286377,5.491387367248535, 1.2748003932238403
25,19,28.0,397.8357744216919,5.4913880825042725, 1.2748059837117325
25,19,28.0,397.8350410461426,5.491538763046265, 1.274771334546908
25,19,28.0,397.78105640411377,5.491550445556641, 1.274789046344719
26,6,28.0,403.2805941104889,5.499687910079956, 1.0910314429171661
26,6,28.0,403.33511996269226,5.498344898223877, 1.0913031085443958
26,6,28.0,403.33587098121643,5.499713659286499, 1.0910425585876957
26,6,28.0,403.2809467315674,5.499547004699707, 1.091085509774965
26,13,28.0,408.77674746513367,5.496100425720215, 1.2736993042447884
26,13,28.0,408.7769343852997,5.495952844619751, 1.2737326242109486
26,13,28.0,408.8312635421753,5.496095180511475, 1.2737091398080134
26,13,28.0,408.83208179473877,5.496150493621826, 1.2737060454571385
27,5,24.0,418.77826476097107,5.2748565673828125, 0.9479353187033113
27,5,24.0,418.8327250480652,5.273338556289673, 0.9482130102667704
27,5,24.0,418.83351397514343,5.27475905418396, 0.9479582856262061
27,5,24.0,418.77865386009216,5.275027513504028, 0.9479237071192228
27,12,28.0,424.3275728225708,5.494012355804443, 1.274192706311449
27,12,28.0,424.32683062553406,5.494062662124634, 1.2741788818703754
27,12,28.0,424.27243089675903,5.49411940574646, 1.274169039051158
27,12,28.0,424.27267050743103,5.493985891342163, 1.2742018859060475
27,19,28.0,429.77593779563904,5.503477573394775, 1.2719819046632923
27,19,28.0,429.8303759098053,5.503492116928101, 1.2719798106144693
27,19,28.0,429.8311939239502,5.5035624504089355, 1.2719668056235245
27,19,28.0,429.7762539386749,5.503543138504028, 1.2719779369976825
28,6,28.0,435.27954959869385,5.503328084945679, 1.090292215607465
28,6,28.0,435.3339891433716,5.50196385383606, 1.0905685227291047
28,6,28.0,435.2797532081604,5.503227472305298, 1.090319849466701
28,6,28.0,435.33478593826294,5.503312826156616, 1.0903016156861385
28,13,28.0,440.7826175689697,5.50302529335022, 1.272083088500289
28,13,28.0,440.8370578289032,5.503033876419067, 1.2720843561558974
28,13,28.0,440.837858915329,5.50303053855896, 1.2720862852018882
28,13,28.0,440.7831280231476,5.503341197967529, 1.2720521695088778
29,6,28.0,451.35619616508484,5.840250253677368, 1.0273979045279962
29,6,28.0,451.41065859794617,5.838939189910889, 1.0276337238866975
29,6,28.0,451.4114375114441,5.840276479721069, 1.027398533683096
29,6,28.0,451.3567445278168,5.840609312057495, 1.0273627988945098
29,12,24.0,456.8126127719879,5.401920318603516, 1.1107616189850023
29,12,24.0,456.81346583366394,5.4019834995269775, 1.1107621092498627
29,12,24.0,456.7584671974182,5.401680946350098, 1.1108238370531949
29,12,24.0,456.7583119869232,5.402067184448242, 1.1107381358050394
29,19,28.0,462.25784969329834,5.499506235122681, 1.2728957880079346
29,19,28.0,462.3130421638489,5.499532699584961, 1.272888669072803
29,19,28.0,462.2581377029419,5.499624729156494, 1.2728803361568668
29,19,28.0,462.312486410141,5.499831199645996, 1.2728481092175217
30,6,28.0,467.767213344574,5.509045124053955, 1.0891597250966902
30,6,28.0,467.76747703552246,5.509089946746826, 1.0891626005278445
30,6,28.0,467.8225817680359,5.509236097335815, 1.0891434155613655
30,6,28.0,467.8219003677368,5.507771015167236, 1.0894423912938547
30,13,28.0,473.2751524448395,5.507646560668945, 1.2710221207102108
30,13,28.0,473.3294596672058,5.507525205612183, 1.2710507335783645
30,13,28.0,473.3302505016327,5.50762152671814, 1.271040939028484
30,13,28.0,473.2750837802887,5.507827997207642, 1.2709936741933607
31,6,28.0,483.4699697494507,5.485309839248657, 1.093872532314801
31,6,28.0,483.52442049980164,5.483633518218994, 1.0942130741593465
31,6,28.0,483.52537417411804,5.485523700714111, 1.0938549402417903
31,6,28.0,483.47039699554443,5.485448360443115, 1.0938765738169078
31,13,28.0,489.0003764629364,5.530364274978638, 1.265798233417264
31,13,28.0,489.05482244491577,5.530372619628906, 1.265799597722364
31,13,28.0,489.0007345676422,5.530301332473755, 1.2658307592515508
31,13,28.0,489.05577063560486,5.530339241027832, 1.2658277576364305
31,19,24.0,494.16280341148376,5.162383556365967, 1.1623020225471359
31,19,24.0,494.21734046936035,5.162485361099243, 1.1622941850614732
31,19,24.0,494.1631107330322,5.162345886230469, 1.1623279514207625
31,19,24.0,494.2181248664856,5.162297964096069, 1.1623458822087276
32,6,28.0,499.73505449295044,5.516561031341553, 1.0876937735514298
32,6,28.0,499.68012738227844,5.5166308879852295, 1.0876830080735291
32,6,28.0,499.7344298362732,5.515430927276611, 1.0879296803264487
32,6,28.0,499.68028450012207,5.517241954803467, 1.087604271428614
32,13,28.0,505.24307918548584,5.508615732192993, 1.270818621341808
32,13,28.0,505.1888325214386,5.508656978607178, 1.2708142208858533
32,13,28.0,505.24383068084717,5.508726119995117, 1.2707988195299977
32,13,28.0,505.18865990638733,5.508322238922119, 1.27089156333828
33,6,28.0,515.4652352333069,5.49882698059082, 1.0911961672322938
33,6,28.0,515.4109156131744,5.500377416610718, 1.0909044092552656
33,6,28.0,515.4111351966858,5.500449895858765, 1.090884784578008
33,6,28.0,515.4662709236145,5.500504016876221, 1.0908863450686725
33,13,28.0,521.1530175209045,5.687739133834839, 1.2741897202067771
33,13,28.0,521.0986371040344,5.687685489654541, 1.2742131117346356
33,13,28.0,521.1539647579193,5.687650442123413, 1.2742266604118728
33,13,28.0,521.0994460582733,5.688268184661865, 1.2741556021895244
33,19,24.0,526.5237727165222,5.369762659072876, 1.11743986103615
33,19,24.0,526.4686076641083,5.369935512542725, 1.1173990767251285
33,19,24.0,526.5230870246887,5.370027303695679, 1.1173911881326772
33,19,24.0,526.4689147472382,5.36943507194519, 1.117518113724938
34,6,28.0,531.971170425415,5.502111911773682, 1.0905308577193948
34,6,28.0,532.0256950855255,5.500816345214844, 1.0907959858288288
34,6,28.0,532.0264818668365,5.502317667007446, 1.090510632163026
34,6,28.0,531.971736907959,5.502239942550659, 1.090540450944187
34,13,28.0,537.5381121635437,5.512378692626953, 1.2699279306065268
34,13,28.0,537.5389409065247,5.512412786483765, 1.2699340277339233
34,13,28.0,537.4839820861816,5.512206315994263, 1.269983026595128
34,13,28.0,537.4839820861816,5.512777805328369, 1.2698788261474696
35,6,28.0,547.7654922008514,5.501339912414551, 1.0906847004635378
35,6,28.0,547.7663450241089,5.502894878387451, 1.090392885177828
35,6,28.0,547.7111768722534,5.502890586853027, 1.0903918457911885
35,6,28.0,547.7116725444794,5.503177165985107, 1.0903684128728843
35,13,28.0,553.2111818790436,5.499959707260132, 1.272797675125532
35,13,28.0,553.2656722068787,5.5001397132873535, 1.272752762351305
35,13,28.0,553.2665901184082,5.500206232070923, 1.2727615901647518
35,13,28.0,553.2116167545319,5.499894618988037, 1.27283172045824
36,6,28.0,563.5046095848083,5.509988307952881, 1.089003060619373
36,6,28.0,563.5039029121399,5.508491277694702, 1.089302713696859
36,6,28.0,563.44970870018,5.509989500045776, 1.089020591227295
36,6,28.0,563.4495520591736,5.510119199752808, 1.0889771898661842
36,13,28.0,568.9561319351196,5.506391286849976, 1.2713059953507468
36,13,28.0,569.0103917121887,5.506448030471802, 1.2712933344164106
36,13,28.0,568.9560816287994,5.506495952606201, 1.271293609651432
36,13,28.0,569.0114593505859,5.5067949295043945, 1.2712507845154881
37,6,28.0,579.2358741760254,5.512889385223389, 1.0884132397405004
37,6,28.0,579.181643486023,5.5139994621276855, 1.0881977799243618
37,6,28.0,579.2366652488708,5.51424241065979, 1.0881533148955074
37,6,28.0,579.1815710067749,5.514416694641113, 1.088123061932086
37,13,28.0,584.7246060371399,5.4886908531188965, 1.2754233422653123
37,13,28.0,584.725389957428,5.488680362701416, 1.275425281451379
37,13,28.0,584.6702423095703,5.488630771636963, 1.2754443966010076
37,13,28.0,584.6706340312958,5.488952398300171, 1.2753910972355498
38,6,28.0,594.8650135993958,5.489487648010254, 1.0930503989839937
38,6,28.0,594.9194445610046,5.487744569778442, 1.0933972698158025
38,6,28.0,594.8653717041016,5.489682674407959, 1.093026661767427
38,6,28.0,594.9204216003418,5.4896016120910645, 1.093047550463569
38,13,28.0,600.3714590072632,5.506389141082764, 1.2713110047465679
38,13,28.0,600.3716330528259,5.506230592727661, 1.2713476681199487
38,13,28.0,600.4259824752808,5.5064826011657715, 1.27129234357132
38,13,28.0,600.4267663955688,5.506296873092651, 1.2713455211073614
39,6,28.0,610.6498448848724,5.510728359222412, 1.0888351817975044
39,6,28.0,610.5956764221191,5.512264013290405, 1.0885464740489113
39,6,28.0,610.6506812572479,5.512020111083984, 1.0885898881724094
39,6,28.0,610.5955166816711,5.51200270652771, 1.088595538855316
39,13,28.0,616.1397292613983,5.4898412227630615, 1.275142111927543
39,13,28.0,616.0853137969971,5.489761829376221, 1.275162658535774
39,13,28.0,616.1405115127563,5.48978853225708, 1.275147096219114
39,13,28.0,616.0855798721313,5.489875316619873, 1.2751483146074247
40,6,28.0,626.2880234718323,5.496049880981445, 1.0917439184501587
40,6,28.0,626.3424513339996,5.494240999221802, 1.0921027564526122
40,6,28.0,626.3433039188385,5.49612283706665, 1.0917353933493823
40,6,28.0,626.2883343696594,5.496180772781372, 1.0917354880719927
40,12,24.0,631.5950062274933,5.252509593963623, 1.1423636252463674
40,12,24.0,631.5405902862549,5.252522945404053, 1.1423636252463674
40,12,24.0,631.5958371162415,5.2524871826171875, 1.1423750854994246
40,12,24.0,631.5408685207367,5.25248908996582, 1.142385768114313
40,19,28.0,637.1098220348358,5.514745712280273, 1.269369056289614
40,19,28.0,637.1106715202332,5.514788866043091, 1.2693726235305811
40,19,28.0,637.0555396080017,5.514892339706421, 1.2693574766148061
40,19,28.0,637.0557148456573,5.514811754226685, 1.2693771237708638
41,6,28.0,642.5691576004028,5.513335227966309, 1.0883227719964281
41,6,28.0,642.5693392753601,5.513320446014404, 1.088327007923531
41,6,28.0,642.6244032382965,5.51346755027771, 1.08829806307883
41,6,28.0,642.6238224506378,5.512397050857544, 1.0885224612164122
41,13,28.0,648.0727641582489,5.503567695617676, 1.2719797555080143
41,13,28.0,648.1271967887878,5.5033347606658936, 1.2720317781267378
41,13,28.0,648.1279690265656,5.503529071807861, 1.2719881868511307
41,13,28.0,648.0730397701263,5.503666400909424, 1.2719711589595268
42,6,28.0,658.2636408805847,5.485826730728149, 1.093797365818841
42,6,28.0,658.3180866241455,5.484445810317993, 1.0940750245262156
42,6,28.0,658.3189024925232,5.4856767654418945, 1.0938310729825051
42,6,28.0,658.2641372680664,5.485997438430786, 1.093800693655125
42,13,28.0,664.1030900478363,5.839393854141235, 1.2741061702488305
42,13,28.0,664.1575689315796,5.839441776275635, 1.2741037927465708
42,13,28.0,664.1033895015717,5.839215040206909, 1.274162845894538
42,13,28.0,664.1585943698883,5.839646100997925, 1.2740920712372321
42,19,24.0,669.2457406520844,5.088143348693848, 1.1792930696389472
42,19,24.0,669.2465047836304,5.087865591049194, 1.1793567357411698
42,19,24.0,669.1915197372437,5.088103294372559, 1.1793037354423552
42,19,24.0,669.1913530826569,5.088221073150635, 1.1792821829815823
43,6,28.0,674.7159683704376,5.52418851852417, 1.0861930372666175
43,6,28.0,674.7704653739929,5.522848844528198, 1.086464690578814
43,6,28.0,674.7162063121796,5.52420973777771, 1.086194912535794
43,6,28.0,674.7712132930756,5.524244070053101, 1.0861829109249548
43,13,28.0,680.210203409195,5.494189500808716, 1.274158588134285
43,13,28.0,680.2653794288635,5.494109153747559, 1.2741746240029497
43,13,28.0,680.2646474838257,5.494150400161743, 1.2741658318732496
43,13,28.0,680.2104141712189,5.494170665740967, 1.2741560445508282
44,6,28.0,690.420791387558,5.494049787521362, 1.0921446536311439
44,6,28.0,690.4750626087189,5.492316007614136, 1.0924944119210267
44,6,28.0,690.4758400917053,5.4939563274383545, 1.0921724762712521
44,6,28.0,690.4207420349121,5.494294881820679, 1.0921071640361553
44,13,28.0,695.9681701660156,5.493061542510986, 1.274428984729447
44,13,28.0,695.913914680481,5.493074893951416, 1.2744261634730913
44,13,28.0,695.9137649536133,5.4929773807525635, 1.2744447508037302
44,13,28.0,695.9689393043518,5.493056058883667, 1.274437448573461
