epoch,iteration,throughput(MBs),iteration_time,time_diff,iter_persec
44,19,24.0,701.3827278614044,5.4137444496154785, 1.1886555388093836
44,19,24.0,701.3277924060822,5.413827896118164, 1.1886590197277873
44,19,24.0,701.3820688724518,5.413846254348755, 1.1886466120311754
44,19,24.0,701.3277680873871,5.413974046707153, 1.1886396503600942
45,6,28.0,706.8772673606873,5.493948698043823, 1.092161669353402
45,6,28.0,706.8221645355225,5.493893146514893, 1.0921861748209702
45,6,28.0,706.8766043186188,5.492518186569214, 1.092460929358836
45,6,28.0,706.8225510120392,5.494244337081909, 1.0921305295624608
45,13,28.0,712.363733291626,5.487095594406128, 1.2757841877928755
45,13,28.0,712.3093359470367,5.4871320724487305, 1.275781970333245
45,13,28.0,712.3095486164093,5.486956596374512, 1.275821774906303
45,13,28.0,712.3645815849304,5.48727011680603, 1.2757577450888973
46,6,28.0,722.5581634044647,5.484743118286133, 1.093996168247928
46,6,28.0,722.5039138793945,5.486016511917114, 1.093743505227762
46,6,28.0,722.5038199424744,5.486099720001221, 1.0937379435800945
46,6,28.0,722.5591342449188,5.486322402954102, 1.09370357670429
46,13,28.0,727.9886074066162,5.484655857086182, 1.276337795931604
46,13,28.0,728.0428926944733,5.484686851501465, 1.276337130115439
46,13,28.0,727.9884643554688,5.484615087509155, 1.2763543860753475
46,13,28.0,728.04376745224,5.484585285186768, 1.276377024826816
47,5,24.0,737.8324544429779,5.129744052886963, 0.974757062781332
47,5,24.0,737.8867518901825,5.128394842147827, 0.9750150170254945
47,5,24.0,737.8323493003845,5.1294944286346436, 0.9748103917389297
47,5,24.0,737.8875591754913,5.129589319229126, 0.9747958468990724
47,12,28.0,743.3196794986725,5.487178325653076, 1.2757657276764784
47,12,28.0,743.3195252418518,5.487146854400635, 1.2757711048924782
47,12,28.0,743.3739914894104,5.487210988998413, 1.2757599070298367
47,12,28.0,743.3748438358307,5.487236261367798, 1.2757724907802375
47,19,28.0,748.828919172287,5.509198427200317, 1.2706576394971298
47,19,28.0,748.8831825256348,5.5091552734375, 1.2706681430473528
47,19,28.0,748.8288357257843,5.509271621704102, 1.2706502156265838
47,19,28.0,748.8841760158539,5.50929069519043, 1.2706669881982557
48,6,28.0,754.3965015411377,5.51171088218689, 1.088634153425296
48,6,28.0,754.342253446579,5.5130534172058105, 1.0883704986822564
48,6,28.0,754.3421590328217,5.5131003856658936, 1.088369745565952
48,6,28.0,754.3974249362946,5.5129759311676025, 1.0884040604856913
48,13,28.0,759.8344521522522,5.4921650886535645, 1.2745954609665524
48,13,28.0,759.8343064785004,5.492109060287476, 1.2746149385956063
48,13,28.0,759.8895533084869,5.492086172103882, 1.274629547208061
48,13,28.0,759.8888363838196,5.492294549942017, 1.274580410479089
49,6,28.0,770.3579339981079,5.7508933544158936, 1.043359030952068
49,6,28.0,770.3036999702454,5.752256870269775, 1.0431155941068986
49,6,28.0,770.3035354614258,5.752408981323242, 1.0430896958961515
49,6,28.0,770.358805179596,5.752161979675293, 1.043141320647868
49,13,28.0,775.8607604503632,5.502777814865112, 1.272136111731193
49,13,28.0,775.8063406944275,5.502774000167847, 1.272137599972963
49,13,28.0,775.8066718578339,5.502942085266113, 1.272113898758633
49,13,28.0,775.8617157936096,5.502862453460693, 1.2721436632161653
50,6,28.0,786.0508360862732,5.537772178649902, 1.0835198305622498
50,6,28.0,786.1060740947723,5.537783145904541, 1.0835234693660079
50,6,28.0,786.1055438518524,5.536322593688965, 1.0838294028702515
50,6,28.0,786.0512959957123,5.538051605224609, 1.0834986979927967
50,13,28.0,791.5540027618408,5.5026609897613525, 1.2721684679947685
50,13,28.0,791.5539145469666,5.5030364990234375, 1.2720850175424352
50,13,28.0,791.6084682941437,5.5028908252716064, 1.2721341274142497
50,13,28.0,791.609361410141,5.50324010848999, 1.2720755928491987
