epoch,iteration,throughput(MBs),iteration_time,time_diff,iter_persec,Size
23,8,17.668213814356700,128.2157599926000,5.094624280929570,1.5705093647564700,90.0
23,8,17.67296926921210,128.58912539482100,5.093848705291750,1.5709339113232000,90.0
31,8,17.85007365352500,169.93104553222700,5.043217420578000,1.5866748642709200,90.0
31,8,17.797588951792000,169.83892798423800,5.057854890823360,1.582011710809490,90.0
31,8,17.76645372250970,169.66367053985600,5.066890716552730,1.579242486375480,90.0
35,8,16.38813188620340,191.23593497276300,5.492414236068730,1.4567240359236700,90.0
35,8,16.385527609084400,191.32063841819800,5.493403911590580,1.4564922281335600,90.0
35,8,16.34618454936350,191.3521065711980,5.506760835647580,1.452995377616750,90.0
35,8,16.275056018247300,191.0681712627410,5.530604600906370,1.4466736419749100,90.0
35,8,16.26314240540320,191.44123005867000,5.53454065322876,1.4456135301894100,90.0
35,8,16.2359554282939,190.89852142334000,5.544372081756590,1.4431977140359100,90.0
35,8,16.0364039834147,191.4579017162320,5.613139867782590,1.4254598274363600,90.0
35,8,15.882797773405400,191.2998583316800,5.667414665222170,1.4118060285790100,90.0
37,8,17.994550543284400,201.58589911460900,5.002411842346190,1.5995175862916300,90.0
40,8,17.91612240173120,217.56165170669600,5.024155139923100,1.5925458007646200,90.0
40,8,17.90861376710410,217.07710194587700,5.026649236679080,1.5918790449380000,90.0
40,8,17.87877161763880,217.26581811904900,5.036020278930660,1.5892260255358400,90.0
40,8,17.83741570239410,217.64523100853000,5.046485900878910,1.5855502351738500,90.0
40,8,17.78754625564800,217.51247572898900,5.060605764389040,1.5811177558500800,90.0
40,8,17.559226696463000,217.67258310318000,5.126327991485600,1.5608217480690100,90.0
41,8,17.90894682188340,222.89237713813800,5.026651382446290,1.5919088764643100,90.0
42,8,17.94027015957440,227.98355054855300,5.017526626586910,1.5946930302964500,90.0
42,8,17.736704720024400,228.36405158042900,5.075133562088010,1.5765976789157400,90.0
43,8,17.91988248340960,233.64435935020400,5.0228660106658900,1.5928803333792900,90.0
43,8,17.67887558399030,233.50106525421100,5.091766595840450,1.5714568585991800,90.0
46,8,17.858805589581700,249.05676126480100,5.040710210800170,1.5874511881839200,90.0
48,8,17.985926196628300,259.6410462856290,5.0048277378082300,1.598750442576210,90.0
48,8,17.957775313449800,259.8432049751280,5.012603759765630,1.596249504181430,90.0
48,8,17.932191813326400,259.76676321029700,5.0198235511779800,1.5939752558408000,90.0
48,8,17.63968363581610,259.93679118156400,5.103216886520390,1.567973417412340,90.0
48,8,17.63626927013820,259.45043444633500,5.104049444198610,1.5676704303385400,90.0
49,8,16.81474576522600,265.5851230621340,5.353388786315920,1.494646198494250,90.0
49,8,16.758214419277100,265.39452838897700,5.371446132659910,1.4896207127508500,90.0
49,8,16.743570353493700,265.6748869419100,5.376031160354610,1.4883188170816600,90.0
49,8,16.73734095889950,265.30849719047500,5.3780295848846400,1.4877650260714700,90.0
49,8,16.715944263500300,265.5334565639500,5.3847596645355200,1.4858630940519700,90.0
49,8,16.563125457174000,265.67156434059100,5.434697389602660,1.4722861518075400,90.0
49,8,16.54558588654150,265.6621587276460,5.440165042877200,1.4707207438207900,90.0
49,8,16.54883182378090,265.18153262138400,5.4391186237335200,1.4710104331498700,90.0
